BRAND:::UPPER_BRAND:::BRAND_COUNT:::TOTAL:::NORMALIZED_BRAND
#INNERBEAUTY:::#INNERBEAUTY:::89:::89:::Other
&BASICS:::&BASICS:::1:::1:::Other
'47 Brand:::'47BRAND:::4:::4:::Other
(DI)VISION:::(DI)VISION:::6:::6:::Other
-417:::-417:::4:::4:::Other
032C:::032C:::4:::4:::Other
1.STATE:::1.STATE:::88:::88:::Other
1001 Artikel Medical:::1001ARTIKELMEDICAL:::2:::2:::Other
100BON:::100BON:::1136:::1228:::100 Bon
100 Bon:::100BON:::46:::1228:::100 Bon
100 BON:::100BON:::46:::1228:::100 Bon
1017 ALYX 9SM:::1017ALYX9SM:::34:::34:::Other
111SKIN:::111SKIN:::94:::383:::111Skin
111Skin:::111SKIN:::94:::383:::111Skin
111 SKIN:::111SKIN:::195:::383:::111Skin
11 A Nutritheke:::11ANUTRITHEKE:::3:::3:::Other
16 ARLINGTON:::16ARLINGTON:::4:::4:::Other
18.21 Man Made:::18.21MANMADE:::90:::90:::Other
180s:::180S:::1:::1:::Other
19-69:::19-69:::8:::8:::Other
1902:::1902:::16:::16:::Other
1916:::1916:::6:::6:::Other
1978W:::1978W:::6:::6:::Other
1981 LAB:::1981LAB:::2:::2:::Other
1 A Pharma:::1APHARMA:::1:::1:::Other
1 Shot:::1SHOT:::2:::2:::Other
2(x)ist:::2(X)IST:::7:::14:::Other
2(X)IST:::2(X)IST:::7:::14:::Other
2.4.1 Cosmetics:::2.4.1COSMETICS:::12:::12:::Other
2028:::2028:::18:::18:::Other
222 Fifth:::222FIFTH:::1:::1:::Other
24seven Comfort Apparel:::24SEVENCOMFORTAPPAREL:::16:::16:::Other
2XU:::2XU:::8:::8:::Other
3.1 Phillip Lim:::3.1PHILLIPLIM:::66:::66:::Other
3.PARADIS:::3.PARADIS:::4:::4:::Other
32 Degrees:::32DEGREES:::4:::4:::Other
360 CASHMERE:::360CASHMERE:::2:::2:::Other
3AM ETERNAL:::3AMETERNAL:::2:::2:::Other
3INA:::3INA:::35:::35:::Other
3Lab:::3LAB:::26:::52:::Other
3LAB:::3LAB:::26:::52:::Other
3R Studio:::3RSTUDIO:::1:::1:::Other
3 Stories Trading:::3STORIESTRADING:::2:::2:::Other
424:::424:::8:::8:::Other
4711:::4711:::50:::50:::Other
4711 Acqua Colonia:::4711ACQUACOLONIA:::59:::59:::Other
47 Brand:::47BRAND:::10:::10:::Other
4Men Only:::4MENONLY:::1:::1:::Other
4moms:::4MOMS:::10:::10:::Other
